year,foundationName,IndividualContributions,ProgramExpenses,USaffliliates,InternationalAffiliates,Awareness,Fundraising,ManagementExpenses,TotalExpenses
2012,HabitatforHumanity,299546764,277304140,176744355,73391385,27168400,38252681,14045584,329602405
